"","age","cg03816707","cg24283270","cg06193004","cg09797971","cg07589968","cg09028204","cg25353142","cg05203217","cg27634724","cg19702785","cg22866937","cg06288351"
"GSM990493",79,0.2282039,0.9019024,0.1609601,0.9782954,0.4012499,0.1174368,0.204352,0.8254744,0.1659661,0.2178953,0.7380397,0.2827143
"GSM990494",72,0.1826142,0.9183984,0.146623,0.9125129,0.3083709,0.09206982,0.1812748,0.8572707,0.1405016,0.2156395,0.7224889,0.2362887
"GSM990495",78,0.1823013,0.9010161,0.2009547,0.9298514,0.396557,0.1625668,0.2551108,0.871296,0.2144665,0.2366789,0.7057804,0.2896571
"GSM990496",68,0.2092926,0.9201193,0.2095823,0.9324576,0.3845324,0.1531674,0.2450927,0.8514168,0.1637242,0.2177038,0.7315248,0.2985759
"GSM990497",52,0.1427727,0.9088179,0.1290587,0.9721805,0.3647965,0.08070403,0.1483511,0.8789541,0.130597,0.2206748,0.7379328,0.2585693
"GSM990498",64,0.1840958,0.8945403,0.2175362,0.9330003,0.4311442,0.1354751,0.2421924,0.8815202,0.1846644,0.2347463,0.7441478,0.3283063
"GSM990499",27,0.1663137,0.9112936,0.2329373,0.9298272,0.4612523,0.1734334,0.2895821,0.8916831,0.2245259,0.1589784,0.7579259,0.3563074
"GSM990500",29,0.07149072,0.9117844,0.1739299,0.9349434,0.4097178,0.04635301,0.2178712,0.8935624,0.1557094,0.155975,0.7650997,0.3084872
"GSM990501",44,0.1670128,0.9112925,0.2380137,0.9604831,0.4403382,0.1702645,0.2674066,0.8831446,0.1998511,0.2581571,0.7781773,0.3348454
"GSM990502",41,0.2109875,0.9094131,0.1955703,0.9142203,0.4268741,0.06748728,0.208605,0.904029,0.1660725,0.2055851,0.7602924,0.3155102
"GSM990503",45,0.2271151,0.9193871,0.2123219,0.9256269,0.4652598,0.1742868,0.2886189,0.9077367,0.2372899,0.2061371,0.7001155,0.3531387
"GSM990504",27,0.213315,0.9135872,0.2173948,0.9570976,0.4509973,0.1068251,0.2455897,0.9032564,0.1885332,0.1828322,0.6803482,0.3571538
"GSM990505",48,0.2734934,0.9107714,0.1678602,0.9201409,0.4254628,0.1080679,0.2007023,0.8862538,0.1819711,0.2204582,0.6840397,0.3120253
"GSM990506",56,0.1924937,0.9238419,0.2044754,0.9184852,0.4378673,0.07409653,0.209247,0.9007418,0.1438929,0.2175086,0.7028903,0.3389813
"GSM990507",34,0.0964236,0.9190997,0.2373697,0.9658618,0.4808415,0.06956062,0.260217,0.880702,0.1874265,0.1886012,0.7773517,0.3593341
"GSM990508",69,0.2076238,0.9093599,0.2248123,0.9831488,0.4486541,0.1628859,0.207383,0.8937957,0.175157,0.2189214,0.7356645,0.3170047
"GSM990509",56,0.1116485,0.93481879,0.227621,0.8272323,0.3994431,0.04424361,0.1718965,0.8847681,0.1618892,0.2366448,0.7242066,0.2129236
"GSM990510",47,0.1629376,0.9207056,0.2153803,0.9757451,0.4402368,0.1433038,0.1894214,0.9070566,0.1804065,0.1693623,0.7682535,0.3099466
"GSM990511",56,0.2138005,0.9215783,0.2363584,0.9823999,0.4337195,0.1075698,0.2724292,0.8889912,0.2008443,0.2437525,0.7376435,0.3316309
"GSM990512",60,0.2288893,0.9066291,0.1913949,0.9394494,0.4193313,0.1604088,0.261643,0.8856159,0.2207588,0.2458301,0.7428908,0.3256874
"GSM990513",75,0.1628999,0.9176073,0.1642382,0.9327074,0.3823144,0.07986706,0.1957539,0.8897133,0.1564432,0.2443218,0.7372454,0.2801644
"GSM990514",60,0.144612,0.9201456,0.1394448,0.9515598,0.3844824,0.05856346,0.2048729,0.886728,0.1386727,0.2049198,0.7426319,0.2873842
"GSM990515",47,0.05638516,0.9138908,0.1888861,0.9371047,0.4020852,0.049763,0.1909308,0.878872,0.1412436,0.1743375,0.760805,0.2947371
"GSM990516",55,0.1541604,0.9239326,0.2038504,0.9550699,0.4414234,0.179082,0.2754374,0.8753394,0.2425693,0.2352069,0.6848328,0.3085556
"GSM990517",32,0.1885272,0.9217748,0.1955287,0.9550313,0.4479308,0.07007146,0.2435888,0.9166122,0.1746532,0.2026231,0.7938979,0.3376974
"GSM990518",23,0.1229862,0.9067528,0.1795626,0.9333586,0.4566673,0.06749348,0.2227404,0.9025991,0.1830961,0.1911312,0.7857724,0.3277402
"GSM990519",43,0.1422078,0.9104019,0.2037373,0.949463,0.4219322,0.0538725,0.2638611,0.8601043,0.1951687,0.1694704,0.7713109,0.3252634
"GSM990520",47,0.1145346,0.8848298,0.2020459,0.8942769,0.4210586,0.1780665,0.267742,0.895582,0.2081319,0.201785,0.7206149,0.304912
"GSM990521",44,0.2217248,0.8930714,0.2039156,0.9207712,0.4248547,0.09298287,0.2453288,0.8694854,0.1698972,0.2236214,0.7328754,0.3226631
"GSM990522",37,0.2835816,0.8884638,0.2169745,0.9206102,0.4368278,0.1340617,0.2556117,0.8810865,0.1791232,0.2390047,0.7537478,0.3080021
"GSM990523",27,0.1434441,0.9094284,0.1581885,0.9396044,0.419445,0.08359435,0.1882615,0.8782982,0.1601216,0.210131,0.7428437,0.3168728
"GSM990524",69,0.2614135,0.9205676,0.1583039,0.9024782,0.3839576,0.07531441,0.1912545,0.8753961,0.1288272,0.2333612,0.7484097,0.2855562
"GSM990525",28,0.1551547,0.9229698,0.1758018,0.9819193,0.4152547,0.09898897,0.2197981,0.8965764,0.1698661,0.1723264,0.7739659,0.3001044
"GSM990526",51,0.1347889,0.9222146,0.214747,0.9335579,0.4611165,0.107736,0.2716077,0.8652851,0.1941925,0.2414659,0.7079172,0.3514663
"GSM990527",57,0.1456914,0.9283477,0.202244,0.9508423,0.4286643,0.0747664,0.2080202,0.8766453,0.1768724,0.2300741,0.6859366,0.3419947
"GSM990528",19,0.1147592,0.9071617,0.2125008,0.9837362,0.4625863,0.103655,0.2294487,0.8999352,0.2198197,0.1465003,0.7709023,0.3616485
"GSM990529",44,0.1666568,0.9356639,0.2037583,0.9207932,0.4578015,0.06165556,0.2164866,0.8953798,0.1609099,0.2146263,0.7802309,0.3522779
"GSM990530",49,0.2177723,0.9073636,0.1948531,0.8917166,0.453839,0.08221129,0.222642,0.8897849,0.1472085,0.2003529,0.7788472,0.3404446
"GSM990531",34,0.1185317,0.9148256,0.2013359,0.9154527,0.428115,0.05540477,0.1950757,0.8816506,0.1546507,0.1628351,0.7128787,0.3555403
"GSM990532",44,0.2370403,0.894273,0.1965813,0.9217495,0.4524554,0.1167448,0.2557424,0.8768982,0.1635029,0.1953947,0.695191,0.3655341
"GSM990533",62,0.1851108,0.9054906,0.2065252,0.9102363,0.4349754,0.09999634,0.2302942,0.8798367,0.1570573,0.2858016,0.7630055,0.3424285
"GSM990534",30,0.2601164,0.8831545,0.2193099,0.931634,0.4580487,0.05729014,0.2194821,0.9141567,0.1537794,0.1807365,0.7772864,0.3609582
"GSM990535",49,0.192719,0.9094058,0.1931824,0.9566408,0.4594542,0.1081247,0.220495,0.8929142,0.1506341,0.2052236,0.7698936,0.3695904
"GSM990536",36,0.08283565,0.9273509,0.1609268,0.9637016,0.4531122,0.0823232,0.2176069,0.9190138,0.1487542,0.1532663,0.7286657,0.3530409
"GSM990537",25,0.1691988,0.918052,0.1807254,0.9247348,0.4346299,0.08230254,0.2313569,0.8928377,0.1566687,0.173703,0.7678942,0.3395706
"GSM990538",36,0.105184,0.8999398,0.2429081,0.9079849,0.4593998,0.1559134,0.2780728,0.8860279,0.2173202,0.1807132,0.750755,0.3755632
"GSM990539",21,0.1582655,0.9068344,0.1921933,0.9233603,0.4524594,0.06620965,0.2218755,0.8828405,0.1460512,0.1731588,0.7094575,0.3511199
"GSM990540",40,0.1819352,0.9103467,0.2090133,0.9050866,0.4302554,0.1473911,0.2517405,0.8920025,0.1988882,0.2056141,0.7737943,0.3467656
"GSM990541",22,0.1734247,0.8927662,0.2130326,0.9023467,0.4754297,0.0682331,0.2371062,0.8895867,0.1570203,0.1788575,0.6910043,0.3825405
"GSM990542",36,0.199114,0.9120643,0.1812829,0.9192795,0.4490233,0.09098686,0.2004896,0.8975042,0.1608801,0.1711478,0.7066675,0.3480487
"GSM990543",58,0.1184558,0.9141054,0.1727341,0.9145887,0.3999783,0.06826382,0.1866518,0.8963993,0.1539681,0.2038826,0.6851209,0.3247201
"GSM990544",83,0.2141521,0.9151458,0.149835,0.923943,0.3920749,0.07136942,0.1667585,0.8583222,0.1364321,0.2438055,0.6768298,0.2915868
"GSM990545",69,0.1759167,0.9141584,0.1562778,0.9392943,0.4014688,0.1023352,0.2038054,0.864446,0.1526247,0.2556724,0.7607036,0.3127794
"GSM990546",89,0.1677071,0.8929448,0.1470134,0.911925,0.3760961,0.07331667,0.1900494,0.8241599,0.1398445,0.21610884,0.6661838,0.2960561
"GSM990547",89,0.226626,0.9063441,0.15386,0.8941738,0.3904988,0.1556419,0.1839935,0.8590051,0.1666423,0.2809262,0.7411806,0.2668857
"GSM990548",66,0.1472161,0.9032068,0.1969753,0.9010817,0.4182868,0.116476,0.2245488,0.892408,0.1666949,0.2175545,0.6743177,0.3393281
"GSM990549",55,0.1586702,0.9171997,0.172466,0.9048098,0.4196945,0.1027824,0.2338157,0.9020356,0.1658712,0.1807892,0.7539389,0.3190301
"GSM990550",82,0.2058952,0.91116,0.1816275,0.9440451,0.4057501,0.1029667,0.2124275,0.9113763,0.1641174,0.2269637,0.7346246,0.3110493
"GSM990551",73,0.1666197,0.9006647,0.2343732,0.8963701,0.4455648,0.1955887,0.2592504,0.8308015,0.2096098,0.2151536,0.6894829,0.3436628
"GSM990552",77,0.1699221,0.9025862,0.1323016,0.9195398,0.3965855,0.09073204,0.2029913,0.8810065,0.1387041,0.2275831,0.7464437,0.2770033
"GSM990553",80,0.2628706,0.9040169,0.2116794,0.9339362,0.3680543,0.1710186,0.2294684,0.8084946,0.1969598,0.2365371,0.6478819,0.3235454
"GSM990554",79,0.2856243,0.893468,0.1874721,0.9387156,0.4022048,0.1348195,0.2649257,0.8851407,0.1943573,0.2441789,0.7493982,0.3180242
"GSM990555",73,0.1281687,0.884088,0.1860884,0.9213219,0.4217339,0.08556494,0.1970189,0.8373735,0.1399191,0.21431,0.6628543,0.310188
"GSM990556",82,0.1489536,0.8911737,0.1617418,0.9182135,0.4339176,0.03932823,0.1878196,0.8859352,0.1392021,0.2623316,0.6499636,0.3648353
"GSM990557",85,0.2317358,0.9225126,0.115538,0.9317163,0.3442783,0.07093923,0.1681008,0.8420423,0.1273409,0.2717596,0.7011754,0.2524376
"GSM990558",91,0.3660064,0.9015323,0.1077023,0.9268522,0.3162572,0.1237288,0.1736822,0.8387923,0.1191174,0.2542102,0.6677807,0.2455189
"GSM990559",85,0.1577771,0.921176,0.1727178,0.95307,0.4046392,0.1088605,0.2154101,0.858126,0.1514785,0.2420947,0.6550103,0.3111782
"GSM990560",86,0.2537959,0.9060938,0.1970259,0.905387,0.403565,0.249979,0.2648292,0.8359696,0.2160713,0.2547164,0.6509757,0.3172209
"GSM990561",74,0.1520845,0.8931283,0.1622902,0.9616532,0.3868981,0.086475,0.1904554,0.8619459,0.1454408,0.2486699,0.7224758,0.2940342
"GSM990562",90,0.1855934,0.8981687,0.166423,0.9462969,0.3650919,0.115547,0.216808,0.8298118,0.1764174,0.2378657,0.6922065,0.2794217
"GSM990563",87,0.1320297,0.92523,0.185232,0.963339,0.4181465,0.1616199,0.2441765,0.8841871,0.1515376,0.2530914,0.6766611,0.3333529
"GSM990564",76,0.2793796,0.9147575,0.2005672,0.9482408,0.3911248,0.2097568,0.2532391,0.8442013,0.2015139,0.2401924,0.7163865,0.3170297
"GSM990565",81,0.2038414,0.933994,0.1712727,0.9788705,0.3989194,0.02819216,0.2173497,0.9122192,0.2264253,0.2041674,0.6621864,0.3169436
"GSM990566",59,0.1678424,0.9233705,0.1967063,0.9000859,0.4538313,0.09345756,0.2185433,0.8871485,0.1607146,0.2359805,0.7076465,0.3328155
"GSM990567",73,0.2045066,0.9074842,0.2297501,0.9360802,0.4651139,0.1610009,0.2559189,0.8904287,0.1973631,0.2738391,0.6948616,0.3434727
"GSM990568",76,0.2505806,0.9622526,0.1624249,0.9309446,0.4047137,0.01947957,0.1847461,0.9008866,0.126404,0.2039757,0.7684735,0.3286077
"GSM990569",85,0.2104117,0.914834,0.1300714,0.9129627,0.3472394,0.06744421,0.1692352,0.7920063,0.1521088,0.2623297,0.6483642,0.2657964
"GSM990570",69,0.1658393,0.9063236,0.1833758,0.9459345,0.4047737,0.07219034,0.199064,0.8724976,0.1612709,0.2381261,0.7190018,0.2981853
"GSM990571",85,0.1636705,0.9140531,0.1760689,0.9300896,0.4070548,0.07051022,0.2006535,0.8572761,0.1405854,0.2532777,0.683163,0.3205459
"GSM990572",85,0.2716542,0.9204516,0.2152046,0.9738339,0.4207971,0.1273842,0.2529978,0.8923093,0.1755417,0.2787428,0.7712912,0.3417636
"GSM990573",84,0.1058298,0.9043656,0.1869302,0.9170808,0.3768097,0.131211,0.2468504,0.9042537,0.2254295,0.3210092,0.7253964,0.3213472
"GSM990574",83,0.2390403,0.9179894,0.2022137,0.9604801,0.4411249,0.1694765,0.2580838,0.9328181,0.2108989,0.2456148,0.7856049,0.3420606
"GSM990575",67,0.08602982,0.9010693,0.1392844,0.9187081,0.3541166,0.03766916,0.1608334,0.8595509,0.1110226,0.2150642,0.7651558,0.2898165
"GSM990576",85,0.2881833,0.8747808,0.1731031,0.91698,0.3978879,0.07556461,0.224904,0.8335428,0.1727267,0.2047867,0.7462586,0.3114052
"GSM990577",76,0.1782388,0.8873259,0.1387848,0.916599,0.3652796,0.06652588,0.1745032,0.7672312,0.1262256,0.2584265,0.7482452,0.2663192
"GSM990578",87,0.2031786,0.9083962,0.1243349,0.9754531,0.3682024,0.06916104,0.1730238,0.7899157,0.1347591,0.3370759,0.7128273,0.2353121
"GSM990579",84,0.09821179,0.9177355,0.1161958,0.9442023,0.3740314,0.05919813,0.1693848,0.8537312,0.0972826,0.3257352,0.7119005,0.2909681
"GSM990580",82,0.2516629,0.9128876,0.2351518,0.9430701,0.4549985,0.2153904,0.2756105,0.8588549,0.2292534,0.2573063,0.7322937,0.345302
"GSM990581",93,0.3241786,0.9161136,0.1615323,0.9820372,0.3763113,0.09848906,0.1954333,0.841971,0.1465666,0.2961655,0.7310559,0.2944009
"GSM990582",71,0.1578427,0.9052808,0.1475572,0.9354827,0.4029416,0.08912358,0.1772845,0.9109468,0.1344519,0.2323184,0.7020451,0.3024392
"GSM990583",80,0.3285535,0.9348475,0.2173854,0.9628053,0.4816025,0.1843804,0.2776613,0.9171324,0.2026502,0.2701055,0.7763832,0.3855524
"GSM990584",88,0.1852369,0.90723,0.1456383,0.9465055,0.3745273,0.04677647,0.1954521,0.8522063,0.1503684,0.2272309,0.7419139,0.2852183
"GSM990585",72,0.1930162,0.906821,0.181383,0.9331874,0.4499192,0.0944726,0.2689511,0.9078484,0.1736658,0.2275237,0.7871637,0.3550281
"GSM990586",77,0.1526628,0.8778542,0.1944704,0.9596704,0.4183192,0.07967301,0.2282458,0.8734996,0.1578829,0.2680517,0.7664106,0.3256423
"GSM990587",56,0.1993861,0.9339626,0.2027125,0.9508235,0.4711833,0.1518244,0.2463912,0.8903157,0.1821598,0.2121718,0.7579651,0.3545169
"GSM990588",92,0.1547801,0.8945894,0.1727645,0.9181482,0.3995637,0.1432342,0.2241499,0.7976043,0.1744435,0.2956005,0.6641419,0.3282941
"GSM990589",78,0.1861325,0.9267817,0.1563577,0.9369818,0.4010031,0.06990238,0.2134624,0.8005615,0.1267996,0.3634161,0.6701513,0.3005043
"GSM990590",71,0.2088968,0.9361444,0.1951149,0.943176,0.482686,0.09697449,0.2908049,0.9243371,0.2123677,0.2604845,0.8046575,0.3422227
"GSM990591",89,0.1597404,0.9260434,0.183764,0.9679427,0.466188,0.1234037,0.2474547,0.8952348,0.165692,0.2339392,0.724962,0.3748743
"GSM990592",54,0.1629047,0.9102612,0.1935863,0.9549716,0.4580945,0.08725236,0.2524164,0.9167647,0.1706828,0.1894051,0.7834538,0.3443043
"GSM990593",66,0.213483,0.9134953,0.17461,0.9597702,0.4242088,0.08206047,0.2144182,0.8969817,0.1319263,0.2593262,0.7541139,0.3094767
"GSM990594",75,0.2407973,0.9159944,0.2207389,0.9403656,0.4405846,0.2365917,0.2739232,0.8547063,0.2296491,0.2743228,0.6545212,0.3379462
"GSM990595",90,0.474884,0.9709873,0.3644774,0.8558884,0.6664653,0.5056953,0.4633005,0.8802893,0.4028296,0.342216,0.8075618,0.5101748
"GSM990596",66,0.1608564,0.9163762,0.17845,0.972864,0.4468973,0.09214451,0.2104697,0.912069,0.1579282,0.2303121,0.7115467,0.3470945
"GSM990597",77,0.2931658,0.9003035,0.1571142,0.9341958,0.4047775,0.1306768,0.225818,0.8254183,0.1716456,0.219116,0.6789369,0.2998157
"GSM990598",82,0.1853724,0.9064439,0.2257572,0.8938341,0.4515978,0.1706182,0.2713099,0.8637556,0.202266,0.2483969,0.6951326,0.3635514
"GSM990599",65,0.2219449,0.9072112,0.2215189,0.957786,0.4469288,0.1504679,0.2499685,0.9120411,0.2104406,0.2611393,0.6892183,0.3568052
"GSM990600",58,0.2194841,0.9204124,0.2158666,0.9595311,0.4899363,0.08501364,0.259141,0.9340515,0.2081632,0.2147432,0.7247701,0.3866864
"GSM990601",75,0.1597792,0.9024363,0.1658955,0.9808141,0.4279513,0.07939168,0.2178536,0.8711449,0.1459929,0.2584842,0.761808,0.3174268
"GSM990602",88,0.257049,0.9100163,0.1821975,0.9234117,0.3866273,0.08884229,0.2203414,0.8631789,0.1419284,0.2643246,0.7207576,0.3108269
"GSM990603",74,0.1974127,0.8902076,0.2368558,0.9492999,0.4441142,0.1371987,0.2755843,0.8864562,0.1697551,0.2355948,0.7644064,0.3404661
"GSM990604",69,0.09711393,0.8935339,0.1674721,0.9267854,0.4127414,0.07583079,0.1975898,0.8970881,0.1458813,0.2359341,0.6598974,0.3269648
"GSM990605",83,0.3056122,0.8963014,0.1645978,0.9528646,0.4020371,0.1752813,0.2223306,0.8254107,0.1970389,0.3223157,0.6781582,0.3126381
"GSM990606",83,0.1972972,0.9385443,0.143869,0.9789376,0.3848393,0.04754106,0.156807,0.8225067,0.1296132,0.2501786,0.7232457,0.2814644
"GSM990607",70,0.1826517,0.8834541,0.1993605,0.9302446,0.4405985,0.05590719,0.2306891,0.8520329,0.1766171,0.3210537,0.7389514,0.360789
"GSM990608",64,0.1984106,0.9010159,0.2083276,0.9144376,0.4242601,0.08741044,0.2115514,0.8371541,0.1725451,0.2408322,0.6689597,0.3489463
"GSM990609",50,0.138374,0.9013667,0.235047,0.9213349,0.4911341,0.1362131,0.2706554,0.8997059,0.1991749,0.2436007,0.6993411,0.376927
"GSM990610",74,0.2323336,0.9349335,0.1756457,0.9720712,0.3834572,0.1263727,0.1862982,0.8884512,0.2493966,0.357309,0.7048019,0.276519
"GSM990611",69,0.2338365,0.9142205,0.2406084,0.9158086,0.4695097,0.1454201,0.2767094,0.869432,0.2211148,0.2228264,0.7742428,0.3547795
"GSM990612",86,0.1644814,0.9024616,0.145153,0.894237,0.3836833,0.05941484,0.1962938,0.8246442,0.1515954,0.2995268,0.635866,0.2789726
"GSM990613",66,0.2665628,0.9049324,0.1841359,0.9393685,0.4121319,0.1146471,0.2334474,0.8629267,0.1566196,0.2878232,0.6787795,0.3232128
"GSM990614",70,0.2553929,0.914902,0.1778015,0.9469769,0.4409543,0.06449463,0.2379716,0.8859742,0.1671955,0.2727397,0.6784237,0.3510088
"GSM990615",89,0.1843133,0.8951089,0.1876093,0.9493128,0.3934908,0.1105192,0.2328696,0.8608149,0.171089,0.306634,0.7037205,0.3100505
"GSM990616",78,0.1528336,0.9033427,0.1678586,0.9437215,0.4296832,0.1048589,0.2185983,0.8573099,0.1805315,0.2610022,0.6855597,0.3436074
"GSM990617",69,0.3208459,0.9258937,0.2171537,0.9632644,0.4381612,0.1398116,0.2537898,0.8898196,0.2175679,0.2617815,0.7756909,0.3575917
"GSM990618",64,0.2213351,0.8920792,0.2307314,0.9357411,0.4561715,0.165945,0.2706571,0.877286,0.2122323,0.2528402,0.7544976,0.3769447
"GSM990619",79,0.25851,0.8975235,0.1538406,0.947297,0.4309189,0.0563147,0.2420999,0.8865524,0.1661774,0.2726735,0.6997835,0.3501712
"GSM990620",92,0.2070865,0.9120086,0.1588843,0.9434478,0.4147829,0.02045929,0.1739642,0.8854035,0.1244527,0.2825929,0.7631752,0.3292192
"GSM990621",70,0.1350906,0.9117732,0.1785528,0.8879153,0.395729,0.08582353,0.2216422,0.8513036,0.1568826,0.2164863,0.738319,0.3078598
"GSM990622",77,0.2022122,0.90943,0.1812007,0.9277672,0.37548,0.0759166,0.2306859,0.8246353,0.1997784,0.3424564,0.6850119,0.2973538
"GSM990623",78,0.2832811,0.8960148,0.2193215,0.9729757,0.4492741,0.06368311,0.2374784,0.8955339,0.169365,0.253704,0.7007101,0.3614725
"GSM990624",71,0.1456372,0.9108421,0.1947327,0.9544052,0.4528564,0.1151921,0.2109798,0.8726959,0.1415737,0.2868438,0.7474556,0.3463852
"GSM990625",68,0.1476257,0.9231603,0.1847989,0.9619982,0.4192634,0.1329779,0.2162163,0.8564158,0.1544985,0.2113779,0.760313,0.3465799
"GSM990626",61,0.113384,0.9224874,0.18479,0.9277942,0.4203949,0.07504371,0.2352951,0.8753162,0.1686276,0.2523526,0.731411,0.3118996
"GSM990627",73,0.1877239,0.9396457,0.1452904,0.9374979,0.4212984,0.1372965,0.2221625,0.8590321,0.1845134,0.2495938,0.7581866,0.3119728
