"","age","cg00532451","cg00311303","cg12209313","cg22942751","cg20630560","cg27264894","cg21543434","cg22370694","cg03981727","cg00251125","cg26037170","cg04140596","cg21683105","cg18159850","cg04843660","cg01816880","cg25622855","cg17745433","cg23630430","cg07600278","cg02268584","cg19746567","cg00901843","cg07382039","cg01765600","cg09853570","cg13107669","cg18494421","cg07922933","cg20775370","cg27394460","cg14661383","cg18857768","cg15618533","cg22850968","cg26940100","cg10770726","cg08621574","cg02281446","cg18329175","cg18261877","cg08794084","cg17602777","cg26273958","cg01084386","cg25222493","cg03054277","cg04850211","cg06190406","cg19401519","cg18477163","cg04924099","cg07198402","cg06637001","cg08262088","cg04193160","cg09636459","cg05794117","cg05844789","cg19789505","cg05706189","cg11852843","cg21407117","cg09411356","cg23644589"
"GSM990453",69,0.9963437,0.8804128,0.90988,0.8612925,0.6960996,0.8827072,0.8718939,0.3113607,0.9908632,0.411463,0.996655,0.8097417,0.8731146,0,0.8325198,0.7620682,0.6430233,0.9623013,0.7870004,0.8127337,0.8972808,0.9127735,0.7712845,0.7917733,0.7588794,0.925945,0.8045927,0.8738837,0.6960142,0.8524837,0.6460243,0.0175707,0.8687282,0.9287694,0.9954719,0.7324238,0.9095778,0.8006366,0.9902012,0.4927017,0.8745962,0.7995947,0.8549426,0.981652,0.07772987,0.9243946,0.8520119,0.6121005,0.9192002,0.7538465,0.5875413,0.8328142,0.8656871,0.02509328,0.8852702,0.4478087,0.7682545,0.8018776,0.5659453,0.6839898,0.982612,0.7785728,0.732973,0.6943941,0.9050484
"GSM990454",81,0.9892929,0.8781433,0.9415482,0.8603602,0.6873976,0.9017711,0.8648967,0.3816393,0.9907128,0.461069,0.9964295,0.809979,0.7418083,0.0002125138,0.8062282,0.8151414,0.6763066,0.9697033,0.8211781,0.8532061,0.878736,0.9087211,0.7992935,0.7527136,0.7967349,0.9224648,0.8278158,0.8738282,0.7557055,0.8674729,0.7590667,0.0182048,0.8751817,0.9458462,0.9857371,0.9114307,0.9025805,0.8228669,0.9955747,0.5740171,0.8719704,0.855579,0.8590586,0.9860494,0.06389403,0.9176131,0.7794042,0.568441,0.9103251,0.7776849,0.4233708,0.8284133,0.8676105,0.005152632,0.8906314,0.4040342,0.7630521,0.9154121,0.5179524,0.8430841,0.9720837,0.8070579,0.7439821,0.9008431,0.90912
"GSM990455",56,0.9694191,0.8799195,0.9249103,0.8403942,0.7171024,0.8733385,0.8820975,0.3900418,0.9871809,0.5059691,0.9968559,0.7713839,0.8446286,0,0.8225219,0.79532,0.6889197,0.9646274,0.8322482,0.8436559,0.9078642,0.9386448,0.8062733,0.7915426,0.7726939,0.8945074,0.838369,0.8802246,0.8055965,0.8690099,0.7931839,0.03246415,0.8730894,0.9290134,0.9924214,0.8643214,0.8921006,0.8624966,0.9835829,0.5509509,0.8788397,0.8400849,0.8334284,0.9666171,0.06965492,0.9389601,0.9377111,0.6661105,0.9267524,0.779089,0.4781715,0.837697,0.8202431,0.01500144,0.9216486,0.5034257,0.7718343,0.9076182,0.6180009,0.8150062,0.9256747,0.8068186,0.7953952,0.8584542,0.9343889
"GSM990456",79,0.9909874,0.8876886,0.913555,0.8848439,0.6671752,0.8922669,0.8967464,0.3296959,0.9955555,0.4419352,0.9934754,0.7703991,0.8143645,0.0003269849,0.8357737,0.7546928,0.6403013,0.9564093,0.8364964,0.7912725,0.8699334,0.9189989,0.7569389,0.7367319,0.7732211,0.9185848,0.8376882,0.8801303,0.7673333,0.8423014,0.653894,0.02711425,0.8743004,0.9390734,0.989789,0.7853675,0.849241,0.8617334,0.9912168,0.5315467,0.8754708,0.8328412,0.8431966,0.9888241,0.08056346,0.9251358,0.8875567,0.5680032,0.8906124,0.7669618,0.4209335,0.8268047,0.84489,0.009018693,0.8887557,0.4785401,0.756484,0.8697351,0.5391246,0.8091721,0.9528698,0.823862,0.7353146,0.7597516,0.9104043
"GSM990457",82,0.9967558,0.8802565,0.9182179,0.8760992,0.620815,0.8500137,0.883919,0.370883,0.9957193,0.3946708,0.9865119,0.7589226,0.809978,0,0.7811458,0.7637432,0.6003521,0.9663526,0.8131884,0.8339612,0.8577192,0.8519976,0.7669045,0.7458711,0.7404217,0.9068406,0.7923012,0.8676873,0.7403965,0.84412,0.6417364,0.05051039,0.8473011,0.9191974,0.9941709,0.8303694,0.8776773,0.8025262,0.9953021,0.4533279,0.8159701,0.8128179,0.83867,0.9939901,0.07584326,0.9203433,0.7622653,0.4540081,0.8971297,0.7400239,0.376994,0.8042706,0.8365245,0.01013098,0.8721055,0.4237344,0.7430768,0.8370658,0.457939,0.7996572,0.9713737,0.769619,0.714999,0.7864911,0.9013528
"GSM990458",58,0.9969805,0.8780649,0.9182202,0.8484664,0.6603187,0.8666744,0.878747,0.3784131,0.9958667,0.4471751,0.9920209,0.7323744,0.8136934,0,0.7841353,0.7498267,0.6223222,0.9658051,0.7859294,0.812741,0.8501822,0.8996486,0.7413409,0.7511352,0.753291,0.9033114,0.7515212,0.8605858,0.6466082,0.831109,0.66311,0.03061097,0.8541118,0.9099616,0.9933299,0.7828981,0.904744,0.8047314,0.9930771,0.4922288,0.8672534,0.8087766,0.8271776,0.9824691,0.08359454,0.9043029,0.6973571,0.4453895,0.9180347,0.7350302,0.5847187,0.7842175,0.8498988,0.01673754,0.879024,0.4004379,0.7172214,0.8336706,0.4519203,0.7605918,0.987006,0.7665948,0.6830415,0.7399951,0.8951965
"GSM990459",75,0.9916497,0.8431775,0.9312255,0.8519958,0.6819221,0.8680174,0.8581772,0.2987176,0.9954313,0.362843,0.9917109,0.7613583,0.8170925,0.0001048731,0.7844214,0.7396147,0.6623597,0.9727381,0.8133734,0.8019167,0.8783554,0.9015597,0.772839,0.758356,0.7539978,0.9023427,0.781744,0.8620628,0.6574979,0.8598298,0.6382018,0.0200252,0.8847748,0.943886,0.9805972,0.7555007,0.8621486,0.789259,0.9927929,0.5062221,0.8699378,0.8229403,0.8349751,0.9865221,0.06294322,0.9027055,0.8684139,0.5082286,0.9179806,0.767776,0.6337404,0.8236986,0.8396412,0.01669277,0.8722256,0.4896328,0.7276342,0.8250967,0.5215304,0.7685024,0.9826989,0.8150904,0.6974824,0.7459033,0.9729695
"GSM990460",78,0.9963743,0.8836936,0.9492738,0.8605387,0.6413795,0.8630542,0.8617321,0.3239381,0.9833533,0.3619688,0.9970576,0.7446365,0.8583547,0,0.7926909,0.7809725,0.6486619,0.9529424,0.7975936,0.8555108,0.8702706,0.8957399,0.774242,0.7729204,0.7633941,0.9266627,0.7912701,0.8782025,0.6500468,0.8470916,0.598317,0.01206868,0.8936363,0.9199964,0.9832647,0.7600776,0.9050261,0.7811475,0.9825197,0.5125737,0.8657576,0.8094666,0.839103,0.9802447,0.06791458,0.9141041,0.7645553,0.5318718,0.9193188,0.7717632,0.4292758,0.8247421,0.8343478,0.005305978,0.8561811,0.4399144,0.7552376,0.8673156,0.5025553,0.8104154,0.9760277,0.7854593,0.6842624,0.7450759,0.9156153
"GSM990461",57,0.9935834,0.9024404,0.9054971,0.8957523,0.6881712,0.8733087,0.8826113,0.4173085,0.9901028,0.4958122,0.9973345,0.7930236,0.7948503,0.001853677,0.8263604,0.7903197,0.6581752,0.9538988,0.7980768,0.8412616,0.8620052,0.9066764,0.7932605,0.7320468,0.7924668,0.9233993,0.8163888,0.8735205,0.7361376,0.8659223,0.7098207,0.02940508,0.8804654,0.9208302,0.9866081,0.8631101,0.916388,0.811457,0.9945489,0.5534496,0.84746,0.8102788,0.8311648,0.9871125,0.06333434,0.9007002,0.7817163,0.4647671,0.8834627,0.7209767,0.5888774,0.8051744,0.8737342,0.006122998,0.8695216,0.4672932,0.7619064,0.8663174,0.4920908,0.7816471,0.9819177,0.7995319,0.738256,0.823157,0.8987918
"GSM990462",70,0.9880726,0.8732925,0.9359815,0.8585036,0.7022706,0.8988506,0.8863947,0.2561847,0.986803,0.3753492,0.9973401,0.8083524,0.8403657,0,0.7762535,0.7953629,0.6386573,0.9609215,0.847815,0.8509713,0.8891733,0.9030637,0.7830288,0.8031095,0.7664192,0.9220809,0.8081867,0.8782316,0.7549522,0.8555541,0.7728967,0.02838952,0.8489237,0.936197,0.9825563,0.833579,0.8892893,0.8528481,0.9842604,0.4836181,0.8733515,0.8453628,0.8394186,0.9812532,0.06419286,0.9254518,0.9190333,0.6021752,0.9203784,0.7783893,0.3451669,0.8359847,0.8601884,0.01323141,0.8792818,0.4213805,0.7781379,0.8454174,0.5558115,0.8118982,0.9855042,0.8317756,0.7853952,0.67019,0.8950347
"GSM990463",77,0.9890376,0.8754869,0.9151587,0.8605052,0.6739103,0.8655347,0.8891314,0.3419715,0.9919602,0.415123,0.9963982,0.7505753,0.8258492,0.002204744,0.7833646,0.7767559,0.6623591,0.9581124,0.7783329,0.8339999,0.870118,0.9174412,0.7845843,0.7769259,0.7526404,0.9193865,0.8012037,0.8845897,0.6604716,0.8525834,0.6862471,0.01796938,0.8675662,0.9143782,0.9894979,0.7646462,0.8714659,0.766047,0.9964986,0.5346923,0.8803215,0.8214408,0.8286962,0.979783,0.05739021,0.9094868,0.8359572,0.4127715,0.8967396,0.7729138,0.6397282,0.8239847,0.8487905,0.008282277,0.8691033,0.5528882,0.7666036,0.8591361,0.4588728,0.7847787,0.9833748,0.7555306,0.7208723,0.7238359,0.8941309
"GSM990464",56,0.9929249,0.8827744,0.9272248,0.8430945,0.6669731,0.8791944,0.8568851,0.3637233,0.9856924,0.4611172,0.9946538,0.7884663,0.8557868,0,0.8022752,0.7816867,0.6457728,0.9623437,0.8199853,0.838546,0.8860458,0.9378179,0.7864535,0.7413455,0.786779,0.9134496,0.8094038,0.8751613,0.742503,0.8796512,0.6601503,0.02393469,0.8789471,0.9251209,0.9900049,0.7615886,0.8885555,0.8380743,0.9919964,0.5443184,0.8682368,0.8421081,0.8192157,0.9812997,0.06529208,0.9285478,0.7763506,0.4815989,0.9059892,0.7919771,0.4371723,0.8290008,0.861185,0.01074933,0.8701808,0.4933501,0.7860096,0.8743936,0.4877907,0.8143873,0.9853782,0.8223591,0.7316896,0.7159728,0.9032838
"GSM990465",67,0.9892102,0.868445,0.9148101,0.8690234,0.6486387,0.8808881,0.8690794,0.3143361,0.9856576,0.4264512,0.9904573,0.7713341,0.7734014,0.003045777,0.79596,0.7687023,0.6709382,0.9469681,0.7992532,0.8430113,0.8917231,0.8971433,0.7711661,0.7406964,0.7954193,0.9180461,0.8171207,0.8686963,0.7141994,0.8633295,0.7316812,0.02290124,0.8605412,0.9324774,0.9882027,0.7726023,0.8786842,0.8227742,0.9866602,0.4762435,0.8354381,0.8377423,0.8260828,0.9800524,0.06718435,0.9095358,0.7059969,0.3818063,0.9045075,0.760179,0.555124,0.8372077,0.8407593,0.01051991,0.8592437,0.4606791,0.7541765,0.8108371,0.4481418,0.716291,0.9757099,0.8128365,0.75768,0.7244465,0.9045345
"GSM990466",76,0.9888412,0.8584076,0.9271233,0.8555689,0.654811,0.8722345,0.8864466,0.3310757,0.9914334,0.4449493,0.9922419,0.7667,0.846722,0.003290828,0.7953057,0.7847022,0.6464445,0.9686318,0.814406,0.8120146,0.8915272,0.9304689,0.7797158,0.7653801,0.7400081,0.9072112,0.8136146,0.8682874,0.726748,0.8716792,0.7408183,0.008440953,0.8566913,0.9225512,0.9864916,0.8033769,0.8709693,0.8145267,0.9876926,0.5095114,0.8610255,0.8483612,0.8209401,0.9883085,0.0609946,0.9038445,0.8678611,0.4905993,0.8818393,0.758597,0.568575,0.8411288,0.8561662,0.009470442,0.8359832,0.5064755,0.756948,0.8195617,0.4745758,0.7692729,0.9726809,0.8095738,0.7163975,0.7474084,0.8874459
"GSM990467",89,0.9922736,0.8982263,0.9347211,0.8766062,0.7195595,0.8609657,0.8729776,0.320336,0.9894805,0.458487,0.9922466,0.7947069,0.8244677,0,0.7885233,0.7949163,0.6664924,0.9662803,0.8301154,0.7120467,0.8805401,0.8847352,0.7767557,0.7994565,0.7802369,0.9082023,0.7638206,0.8610657,0.7408059,0.8612826,0.6843457,0.01912502,0.8594017,0.9403007,0.9911361,0.6911036,0.8660579,0.8292913,0.9938171,0.5180233,0.8535162,0.8255627,0.8529118,0.9870036,0.06376529,0.9164844,0.6470081,0.4520002,0.9062706,0.7629706,0.3577175,0.8257564,0.8407324,0.01081718,0.8656511,0.4078202,0.7449108,0.7965338,0.4593939,0.8173507,0.9836633,0.7968767,0.7524645,0.7016094,0.9029958
"GSM990468",69,0.9930527,0.8775885,0.9132693,0.8803715,0.6009858,0.875355,0.8606486,0.2925804,0.9922352,0.3584911,0.9963368,0.7726101,0.7611347,0.006624508,0.7924325,0.787877,0.6728138,0.9718409,0.8217471,0.8468556,0.8554227,0.8905169,0.7815583,0.7375332,0.7768213,0.9128725,0.80551,0.8655869,0.7241506,0.8626952,0.6394237,0.02172589,0.8562667,0.9435924,0.9886709,0.76477,0.8713592,0.8179488,0.9958581,0.4602944,0.8544899,0.8479676,0.8489824,0.9868976,0.05843432,0.9128022,0.7128012,0.6184664,0.9112656,0.7784414,0.4219161,0.8194734,0.8725578,0.003423867,0.8828682,0.424814,0.7659798,0.7843825,0.5727499,0.8214683,0.9834712,0.8093284,0.71769,0.6419004,0.9231785
"GSM990469",79,0.9928324,0.8628959,0.9287227,0.8601522,0.6960972,0.8908063,0.8731562,0.3710068,0.9870071,0.4256524,0.9975286,0.7773222,0.87058,0,0.7936839,0.7631552,0.6644128,0.9662204,0.7728565,0.8489072,0.8688534,0.9078109,0.7889227,0.7706555,0.7479723,0.9268088,0.82041185,0.88986,0.7292784,0.8785735,0.7733186,0.01843922,0.880059,0.9319559,0.9945115,0.8529697,0.8923538,0.8272878,0.9940859,0.4999819,0.8676896,0.8338882,0.8593507,0.9859425,0.05320877,0.9160775,0.8623168,0.5524693,0.8989795,0.7670575,0.6204478,0.8240351,0.8759934,0.01026891,0.9056734,0.456442,0.7672828,0.8858649,0.5491556,0.7838481,0.984962,0.8051915,0.7498041,0.7980996,0.905862
"GSM990470",80,0.9899221,0.8798138,0.9321072,0.8667008,0.6299168,0.8712839,0.870393,0.3363593,0.9921242,0.408791,0.9975355,0.7988639,0.8534587,0.001591819,0.7986728,0.7950103,0.6952061,0.9564957,0.8277184,0.8177568,0.8952406,0.9349568,0.7978386,0.7879935,0.8046889,0.9267439,0.8263773,0.891026,0.7464106,0.8690619,0.7364648,0.0235919,0.8662519,0.9628184,0.9914002,0.7408028,0.8857077,0.8173373,0.9965527,0.5015235,0.864347,0.8422477,0.8580147,0.988721,0.05347784,0.9325398,0.8026111,0.5901596,0.9003917,0.7616633,0.6004252,0.8257275,0.8282381,0.009871224,0.8895439,0.5031368,0.7751286,0.8432195,0.5495113,0.7642844,0.9818915,0.8322333,0.7575369,0.7461136,0.9014086
"GSM990471",76,0.9960461,0.8764687,0.9277182,0.8773737,0.5859417,0.9034862,0.8683326,0.2259618,0.9909513,0.3440394,0.9890701,0.8041324,0.8313586,0,0.8110855,0.782163,0.6559529,0.9694822,0.8267608,0.840069,0.914255,0.9392616,0.7869137,0.8006987,0.7846386,0.9224862,0.800911,0.8701563,0.769787,0.8569206,0.7404709,0.01421471,0.882302,0.9458427,0.993262,0.9168179,0.8997414,0.8754661,0.9963031,0.4498432,0.8894651,0.8378205,0.8504229,0.992496,0.05271973,0.9212736,0.8931234,0.4311562,0.9219235,0.7727728,0.5273089,0.8230602,0.7265566,0.002598234,0.8890197,0.4192961,0.758014,0.7176461,0.461249,0.5491685,0.9965476,0.8153684,0.7743548,0.7449835,0.9150857
"GSM990472",48,0.9966005,0.8738323,0.934113,0.890785,0.7254804,0.858586,0.8856346,0.3598097,0.9914461,0.4466398,0.9958589,0.822507,0.8896362,0,0.824455,0.8185129,0.6881492,0.9686716,0.8499375,0.8661917,0.8860399,0.9416453,0.7906479,0.7970072,0.7924404,0.9230807,0.8411635,0.8790472,0.7641973,0.8701694,0.7098989,0.0161959,0.9062183,0.9552728,0.9916565,0.8181587,0.9070917,0.8350522,0.996229,0.5420477,0.8914936,0.8314714,0.861075,0.986998,0.0577667,0.9280388,0.8330035,0.5303628,0.8982117,0.7697714,0.6397567,0.8263591,0.8821091,0.001675973,0.8948128,0.4643495,0.768259,0.8848398,0.5277114,0.7881042,0.981187,0.8294697,0.7453961,0.8058084,0.9162754
"GSM990473",61,0.9945205,0.8913503,0.9285386,0.8603101,0.7028149,0.8865552,0.8582363,0.3590255,0.9950007,0.4497216,0.9973417,0.7928538,0.8655311,0,0.783213,0.7898497,0.6778378,0.9608589,0.8337591,0.8492677,0.9020239,0.9198442,0.7851045,0.7360778,0.7539707,0.9235945,0.8151454,0.8822707,0.7188993,0.8635743,0.7327414,0.0181296,0.8809204,0.9363517,0.9891136,0.8162419,0.9077651,0.8255781,0.9969296,0.571855,0.9025142,0.8466531,0.8461551,0.9875324,0.04649696,0.9279875,0.9071415,0.5928713,0.9234167,0.7738164,0.3153297,0.8226261,0.9001873,0.009779474,0.896569,0.5030563,0.7612493,0.8777058,0.5619909,0.7828956,0.9819078,0.8072109,0.721781,0.7969708,0.9186811
"GSM990474",52,0.9950836,0.8953232,0.93738,0.8853398,0.6522027,0.8780352,0.8827057,0.3104088,0.9955238,0.4434426,0.9967803,0.795882,0.8078611,0,0.8085511,0.7701877,0.6820222,0.9719325,0.8233122,0.8265407,0.8860637,0.8960496,0.7707905,0.730234,0.778405,0.9182618,0.8344494,0.8775885,0.7068083,0.8499601,0.7392033,0.01903432,0.8806657,0.9399632,0.9952998,0.7244597,0.9095352,0.8405031,0.9952912,0.5418187,0.8811083,0.8445195,0.8433417,0.9881434,0.05938217,0.936123,0.6163502,0.5585308,0.905906,0.7717162,0.41618,0.8354214,0.9036832,0.004509221,0.8845029,0.4226336,0.7626924,0.8603103,0.5126291,0.7322505,0.9908775,0.8004591,0.7418402,0.7207874,0.9059378
"GSM990475",69,0.9904823,0.8818424,0.9296745,0.8706082,0.7138758,0.8596445,0.8745681,0.3965261,0.9882873,0.4731854,0.9974239,0.8029627,0.8659031,0,0.7837517,0.7898433,0.6713071,0.9607636,0.8186746,0.8588547,0.8799492,0.9137493,0.77044,0.7998838,0.756076,0.9259371,0.85739,0.8866976,0.7673182,0.8510712,0.6626371,0.02505084,0.8892978,0.9369842,0.9907477,0.9044767,0.8967288,0.8303755,0.9951774,0.5510464,0.8830319,0.8510029,0.83877,0.9893015,0.0616496,0.9306871,0.8467634,0.6540968,0.9144697,0.7591082,0.2560281,0.8277771,0.8621555,0.009325746,0.8875824,0.5178372,0.7778058,0.8829138,0.5614601,0.7789812,0.9802164,0.8216885,0.7552026,0.8481106,0.8935939
"GSM990476",41,0.9941474,0.8917277,0.9170828,0.8860822,0.655029,0.907625,0.871175,0.3158477,0.9898748,0.4533465,0.99743,0.8009301,0.8603854,0.002792233,0.8069548,0.7936911,0.6539745,0.9631208,0.8191409,0.8317345,0.8825978,0.9249485,0.781543,0.7921562,0.7697213,0.9163656,0.834332,0.8660899,0.752403,0.8904998,0.6903229,0.04275756,0.8715814,0.9306117,0.9931073,0.7760533,0.9124503,0.8278649,0.994941,0.5511016,0.8746866,0.8368703,0.8444862,0.9835798,0.06124362,0.9253532,0.7515345,0.68677,0.9109518,0.7676181,0.4793667,0.8175234,0.8867221,0.02598684,0.8804376,0.4491932,0.765844,0.8671479,0.6030805,0.7990817,0.9822616,0.7917712,0.7311821,0.7655043,0.8982189
"GSM990477",69,0.992839,0.8882124,0.9229521,0.8537743,0.6988813,0.8785297,0.8668194,0.3343477,0.9866371,0.419204,0.9912841,0.8036198,0.8016503,0,0.7846355,0.7573211,0.6719907,0.9497278,0.7876938,0.8224816,0.8685278,0.9016742,0.7734728,0.7768655,0.789138,0.9234412,0.8085005,0.8759694,0.6856461,0.8310298,0.7139467,0.01862292,0.8543268,0.9205413,0.9872918,0.856165,0.8891082,0.8059632,0.9931679,0.5253243,0.8662753,0.8201773,0.8357215,0.9682731,0.0587569,0.9242542,0.8582137,0.634692,0.9099412,0.7428858,0.3174956,0.8057753,0.8799838,0.00846664,0.8693253,0.5262204,0.7521293,0.9193949,0.5592596,0.7061805,0.9861333,0.7792069,0.7082769,0.7879756,0.92094
"GSM990478",65,0.9952049,0.8559402,0.9415419,0.8551411,0.6268889,0.886053,0.8624415,0.3097221,0.9875654,0.4470116,0.9929205,0.7537402,0.8208732,0.01274594,0.7919978,0.7585485,0.6291704,0.9468513,0.7895629,0.8311777,0.8882623,0.9141016,0.778605,0.7524683,0.7714167,0.9160188,0.8178782,0.8905363,0.7181593,0.8487053,0.6555294,0.01732133,0.8734512,0.9396821,0.99639,0.7293288,0.8799938,0.800742,0.9911863,0.5268098,0.8934148,0.821422,0.846023,0.9802716,0.05192963,0.9210457,0.8962823,0.4750986,0.9023575,0.7539224,0.6750273,0.8272274,0.8623947,0.008218798,0.8648331,0.5015109,0.749867,0.8633949,0.4933728,0.808081,0.9858069,0.7860204,0.7517681,0.7282323,0.9008943
"GSM990479",45,0.990547,0.8970143,0.9227479,0.8666871,0.6480069,0.8582644,0.8872825,0.3302834,0.9934079,0.4581429,0.9954104,0.7882315,0.7889223,0,0.7914582,0.7930205,0.6223801,0.9522303,0.8081345,0.8125783,0.8671511,0.8910447,0.7609887,0.7510917,0.7492532,0.9171036,0.8054261,0.8479243,0.6736141,0.8442578,0.6565693,0.02314707,0.8656349,0.9286427,0.9893681,0.8055313,0.8856112,0.7977464,0.9933817,0.5373666,0.8475357,0.801703,0.8336424,0.9880464,0.05795285,0.9392197,0.6948515,0.495244,0.9236875,0.7432426,0.4476245,0.8069852,0.8389624,0.002070251,0.8681191,0.4166061,0.7555088,0.8469105,0.4697912,0.7794807,0.9899719,0.7225184,0.6979848,0.7799716,0.9123371
"GSM990480",66,0.9939663,0.8889255,0.9394108,0.8766748,0.6654123,0.8756403,0.8507216,0.357834,0.9898959,0.4900705,0.9961286,0.8048963,0.819923,0.0002337142,0.8051893,0.774662,0.6370387,0.9480494,0.8107799,0.8451334,0.8612637,0.9163994,0.7834006,0.7918735,0.7832538,0.917652,0.790992,0.8765367,0.7398077,0.8649076,0.710041,0.02348957,0.8611887,0.9470822,0.9813306,0.80582,0.8561487,0.8255876,0.9963229,0.5330914,0.8932397,0.8321971,0.8396373,0.9904131,0.0526805,0.9386939,0.7172421,0.5802085,0.8992888,0.7520196,0.6249909,0.8426729,0.8585132,0.002937652,0.8352154,0.3909627,0.7588801,0.8366856,0.5177972,0.7809995,0.9811919,0.8209614,0.7600443,0.7244184,0.9121157
"GSM990481",76,0.9975342,0.8687339,0.9280417,0.8681206,0.6671364,0.8945419,0.8602424,0.314277,0.9779686,0.3881615,0.992412,0.7664902,0.8197584,0,0.812476,0.7591485,0.6126592,0.960482,0.7703252,0.8163641,0.8797848,0.891438,0.7722437,0.7674636,0.7733316,0.8982266,0.780072,0.8692491,0.6443411,0.8487673,0.6784434,0.02090057,0.8670052,0.9189043,0.9852368,0.7393172,0.9329749,0.7818901,0.9937189,0.5062418,0.8591124,0.7879063,0.843306,0.9807374,0.05934898,0.919964,0.8177223,0.5485249,0.8958194,0.7717184,0.4386981,0.8145028,0.8433504,0.01216817,0.8699598,0.4718748,0.7532092,0.842254,0.5071493,0.7485078,0.9735385,0.7885004,0.7299676,0.7406387,0.9254309
"GSM990482",76,0.9942153,0.8943243,0.9164411,0.8909141,0.6791723,0.8952473,0.879506,0.3455406,0.9865319,0.4156398,0.9973093,0.8205832,0.8021214,0,0.8021949,0.8006138,0.6170309,0.9635157,0.8186507,0.839298,0.8903378,0.9182102,0.7942088,0.7718353,0.7705228,0.9385056,0.8370309,0.8853797,0.7602077,0.8668627,0.7483344,0.02047551,0.8732374,0.941501,0.9931551,0.8437085,0.8782663,0.8456983,0.9960141,0.5499834,0.8892871,0.85504,0.8460426,0.9905631,0.05864845,0.903568,0.82415037,0.5246108,0.920935,0.787618,0.4262354,0.8499532,0.8482687,0.02480839,0.8920332,0.4393419,0.7611865,0.8681394,0.4896184,0.8154738,0.9876001,0.8107015,0.806455,0.6837301,0.8986153
"GSM990483",45,0.9975919,0.868675,0.9151641,0.8800986,0.738647,0.8703466,0.8763774,0.2848454,0.9962112,0.4530049,0.9924167,0.7875469,0.8002148,0,0.8032359,0.7919384,0.6377594,0.975004,0.8243634,0.8449179,0.8995754,0.9253547,0.768197,0.6664853,0.7683542,0.9140872,0.8166118,0.8828436,0.7038032,0.863443,0.6706569,0.02058557,0.8741443,0.9181386,0.9967414,0.8036854,0.8964609,0.8226587,0.9934225,0.557917,0.8905144,0.811847,0.8288155,0.9962031,0.05960869,0.9141144,0.7702906,0.6183031,0.903516,0.7644027,0.423832,0.8058791,0.8745626,0.00765106,0.8775171,0.4561301,0.7714667,0.8926782,0.5450983,0.8263263,0.9716462,0.8067575,0.7350033,0.7773353,0.9056687
"GSM990484",71,0.9855453,0.8744966,0.9066487,0.836004,0.5711307,0.9013843,0.8852,0.2203133,0.9944727,0.3618488,0.9973056,0.7953095,0.6309277,0.000971445,0.7782916,0.8208265,0.6701019,0.9557637,0.8327664,0.8628135,0.7296475,0.9129217,0.7951893,0.7498001,0.78785,0.9363946,0.8066259,0.8803923,0.7934139,0.8421978,0.7121788,0.009621483,0.886965,0.9457448,0.9906294,0.661869,0.8890907,0.8324761,0.996524,0.5165986,0.8905267,0.8189471,0.848554,0.9900376,0.05360552,0.9309269,0.5122528,0.5220911,0.9193652,0.7586507,0.2197262,0.8361053,0.7794272,0.005483309,0.8568947,0.3591963,0.7776981,0.8198544,0.4818589,0.8318704,0.992884,0.8162783,0.7737297,0.5135804,0.9285935
"GSM990485",52,0.9927839,0.841229,0.895727,0.8460329,0.7019038,0.8828129,0.8624441,0.3151813,0.9765043,0.4745565,0.9889838,0.7723556,0.8075822,0.00092825037,0.7638964,0.7703674,0.6207699,0.9471484,0.8048256,0.8307964,0.8771526,0.9058941,0.7693934,0.7497976,0.7617964,0.9013941,0.7971697,0.8584076,0.7179851,0.838396,0.7259396,0.01733422,0.8639682,0.9242015,0.9925591,0.7945338,0.8802796,0.787003,0.9961796,0.5387811,0.8710642,0.8068609,0.8424668,0.9899635,0.06351016,0.9041288,0.715508,0.4038832,0.8875498,0.7491284,0.6703404,0.8261812,0.834709,0.01165766,0.852861,0.374019,0.7447261,0.8625624,0.4467628,0.8125837,0.9770442,0.7974759,0.726401,0.7960656,0.8896018
"GSM990486",84,0.9830757,0.8468415,0.9175944,0.879193,0.6053243,0.8669749,0.8720253,0.3793521,0.9850954,0.2136291,0.9920036,0.7858229,0.8545678,0,0.7887552,0.7915596,0.6323429,0.9794764,0.8184836,0.8352281,0.9027004,0.9077846,0.7666044,0.7992079,0.7640614,0.8948292,0.8166101,0.8626653,0.7401896,0.8650163,0.7490357,0.03205961,0.8654279,0.9445145,0.9946295,0.9054618,0.8794371,0.8200245,0.9891128,0.4616369,0.8695108,0.8367605,0.8508699,0.9949142,0.06222999,0.905257,0.8527287,0.3835768,0.8915884,0.7480348,0.4574124,0.8399419,0.7247051,0.01004565,0.8481052,0.3831263,0.7618331,0.8404796,0.4378258,0.8156106,0.9725649,0.7960894,0.7451162,0.7334126,0.9015658
